Label,Average Distance-to-Default (ADD),Portfolio Distance-to-Default (PDD),PDD-ADD (Spread),KBE ETF
8/27/2013,4.3409,4.8983,0.5575,29.94
8/28/2013,4.4676,5.0003,0.5327,30.1
8/29/2013,4.4172,4.9861,0.569,30.24
8/30/2013,4.3787,4.8592,0.4804,29.89
9/3/2013,4.2995,4.8451,0.5457,29.87
9/4/2013,4.4279,4.8993,0.4713,30.07
9/5/2013,4.4382,5.1094,0.6713,30.31
9/6/2013,4.482,5.072,0.59,30.16
9/9/2013,4.3843,5.094,0.7096,30.29
9/10/2013,4.4986,5.1178,0.6192,30.57
9/11/2013,4.4963,5.2162,0.7198,30.45
9/12/2013,4.4635,5.1637,0.7002,30.24
9/13/2013,4.5578,5.0717,0.5139,30.29
9/16/2013,4.5577,5.2204,0.6627,30.49
9/17/2013,4.6153,5.4853,0.87,30.84
9/18/2013,4.5448,5.4315,0.8867,30.72
9/19/2013,4.5886,5.4453,0.8566,30.19
9/20/2013,4.5794,5.3698,0.7903,30.12
9/23/2013,4.5966,5.3705,0.774,29.78
9/24/2013,4.5917,5.4862,0.8945,29.85
9/25/2013,4.6639,5.5053,0.8413,30.08
9/26/2013,4.6038,5.525,0.9212,29.99
9/27/2013,4.6756,5.4725,0.7969,29.99
9/30/2013,4.576,5.3492,0.7732,30.03
10/1/2013,4.5544,5.4826,0.9283,30.37
10/2/2013,4.5179,5.4209,0.903,30.16
10/3/2013,4.4794,5.3549,0.8755,30.03
10/4/2013,4.4801,5.4634,0.9832,30.35
10/7/2013,4.36,5.1279,0.7679,29.84
10/8/2013,4.2688,4.8551,0.5864,29.54
10/9/2013,4.2979,4.8169,0.5191,29.62
10/10/2013,4.4631,5.1209,0.6578,30.41
10/11/2013,4.5483,5.4033,0.8549,30.79
10/14/2013,4.5331,5.3963,0.8632,30.94
10/15/2013,4.4677,5.2418,0.7741,30.65
10/16/2013,4.6252,5.5526,0.9274,31.251
10/17/2013,4.8277,5.7208,0.8931,31.43
10/18/2013,4.9194,6.0899,1.1705,31.56
10/21/2013,4.8927,5.9988,1.106,31.59
10/22/2013,4.9799,5.8636,0.8838,31.52
10/23/2013,5.0296,5.8416,0.812,31.42
10/24/2013,5.0896,5.9249,0.8352,31.44
10/25/2013,5.0854,5.9858,0.9004,31.5
10/28/2013,5.108,5.9823,0.8743,31.61
10/29/2013,5.1508,6.0137,0.8629,31.61
10/30/2013,5.0464,6.0298,0.9835,31.51
10/31/2013,5.0257,6.0123,0.9866,31.23
11/1/2013,5.0032,5.988,0.9848,31.18
11/4/2013,4.9685,5.9988,1.0303,31.21
11/5/2013,4.8816,5.9873,1.1057,31.17
11/6/2013,4.9303,6.0383,1.108,31.3
11/7/2013,4.9156,5.9052,0.9896,30.88
11/8/2013,4.9953,6.0175,1.0222,31.88
11/11/2013,4.9191,6.0162,1.097,31.77
11/12/2013,4.8427,5.9631,1.1204,31.42
11/13/2013,4.8477,5.9865,1.1388,31.68
11/14/2013,4.8485,6.0859,1.2374,31.88
11/15/2013,4.9428,6.1661,1.2232,31.839
11/18/2013,4.8875,6.0574,1.1699,31.75
11/19/2013,4.9091,5.9816,1.0725,31.73
11/20/2013,4.9036,6.0421,1.1385,31.76
11/21/2013,4.9496,6.2086,1.259,32.26
11/22/2013,5.0651,6.1984,1.1333,32.52
11/25/2013,4.9531,6.2442,1.2911,32.56
11/26/2013,5.0388,6.2676,1.2288,32.64
11/27/2013,5.0485,6.1027,1.0542,32.72
11/29/2013,5.0328,6.0076,0.9748,32.64
12/2/2013,4.8704,5.9739,1.1035,32.49
12/3/2013,4.7742,5.8206,1.0465,32.09
12/4/2013,4.8613,5.7471,0.8857,32.29
12/5/2013,4.839,5.7359,0.8968,32.2
12/6/2013,4.9894,5.8495,0.8601,32.65
12/9/2013,4.9205,6.0636,1.1431,32.66
12/10/2013,4.797,6.0036,1.2066,32.47
12/11/2013,4.8532,5.8422,0.989,31.97
12/12/2013,4.8808,5.621,0.7402,32.25
12/13/2013,4.8279,5.7401,0.9121,32.12
12/16/2013,4.8971,5.7418,0.8447,32.43
12/17/2013,4.8457,5.7192,0.8735,32.24
12/18/2013,4.7978,6.0935,1.2956,32.75
12/19/2013,4.8926,6.1846,1.292,32.56
12/20/2013,4.9948,6.1378,1.143,32.79
12/23/2013,4.9781,6.5078,1.5297,33.12
12/24/2013,5.0101,6.2795,1.2694,33.18
12/26/2013,4.9903,6.2906,1.3003,33.15
12/27/2013,4.9247,6.3273,1.4026,33.15
